sequence_name,clade
A/swine/Ohio/14TOSU21806/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200851,1990.4.b1
"Influenza A virus (A/swine/Indiana/A02270141/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Indiana|Sus scrofa|2018-11-21|MK358906.1",2010.1
"Influenza A virus (A/swine/Kansas/A02862984/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Kansas|Sus scrofa|2024-10-16|PX918763.1",2010.1
A/swine/South_Dakota/A01785987/2019|A_/_H3N2|unassigned|2019-02-21|HA|4||EPI_ISL_372186,1990.4.a
A/swine/Minnesota/A01785345/2017|A_/_H3N2|unassigned|2017-11-07|HA|4||EPI_ISL_296402,2010.1
A/swine/Iowa/ISU-A02862056/2023|A_/_H3N2|unassigned|2023-11-20|HA|4||EPI_ISL_18777048,2010.1
A/swine/Nebraska/I037453/2025|A_/_H3N1|unassigned|2025-04-10|HA|4||EPI_ISL_20080716,1990.4.i
A/swine/Pennsylvania/A02479128/2020|A_/_H3N2|unassigned|2020-03-12|HA|4||EPI_ISL_503971,1990.4.a
A/swine/Iowa/A02978871/2024|A_/_H3N2|unassigned|2024-03-28|HA|4||EPI_ISL_19159727,2010.1
A/swine/Minnesota/A02245829/2020|A_/_H3N2|unassigned|2020-12-11|HA|4||EPI_ISL_4081892,1990.4.a
A/swine/Ohio/A01777765/2016|A_/_H3N2|unassigned|2016-07-15|HA|4||EPI_ISL_234952,1990.4.b1
A/swine/Minnesota/A02710707/2022|A_/_H3N2|unassigned|2022-06-28|HA|4||EPI_ISL_14937242,2010.1
A/swine/Iowa/A02257806/2018|A_/_H3N2|unassigned|2018-09-24|HA|4||EPI_ISL_379931,2010.1
A/swine/Indiana/A01796207/2015|A_/_H3N2|unassigned|2015-11-03|HA|4||EPI_ISL_205066,2010.1
A/swine/Iowa/A02710700/2022|A_/_H3N2|unassigned|2022-05-30|HA|4||EPI_ISL_14937366,2010.1
A/swine/Iowa/A01797996/2019|A_/_H3N2|unassigned|2019-04-17|HA|4||EPI_ISL_387828,2010.1
A/swine/Illinois/21TOSU1891/2021|A_/_H3N2|unassigned|2021-06-25|HA|4||EPI_ISL_14873852,1990.4.a
A/swine/Iowa/A02478617/2019|A_/_H3N2|unassigned|2019-08-19|HA|4||EPI_ISL_393493,1990.4.a
A/swine/Missouri/A02524672/2020|A_/_H3N2|unassigned|2020-09-24|HA|4||EPI_ISL_697638,2010.1
A/swine/Iowa/A01480656/2014|A_/_H3N2|unassigned|2014-03-19|HA|4||EPI_ISL_161336,1990.4.a
A/swine/Arkansas/02598/2009|A_/_H3N2|unassigned|2009-02-12|HA|4||EPI_ISL_151277,1990.4
A/swine/Michigan/A01672424/2017|A_/_H3N2|unassigned|2017-01-20|HA|4||EPI_ISL_256554,1990.4.b2
A/swine/Indiana/24TOSU0838/2024|A_/_H3N2|unassigned|2024-06-13|HA|4||EPI_ISL_19332114,1990.4.a
A/swine/South_Dakota/082308_02858749/2025|A_/_H3N2|unassigned|2025-08-04|HA|4||EPI_ISL_20153181,1990.4.i
A/swine/Illinois/101064/2006|A_/_H3|unassigned|2006-12-20|HA|4||EPI_ISL_19279555,1990.4
A/swine/Iowa/A02478999/2020|A_/_H3N2|unassigned|2020-01-14|HA|4||EPI_ISL_503392,1990.4.b2
A/swine/Illinois/A01493027/2014|A_/_H3N2|unassigned|2014-03-12|HA|4||EPI_ISL_161337,1990.4.e
A/swine/Arkansas/A01840187/2014|A_/_H3N2|unassigned|2014-11-19|HA|4||EPI_ISL_173681,1990.4.b1
A/swine/Kansas/A02245259/2019|A_/_H3N2|unassigned|2019-10-01|HA|4||EPI_ISL_396971,2010.1
A/swine/Minnesota/02948/2009|A_/_H3N2|unassigned|2009-05-19|HA|4||EPI_ISL_71039,1990.4
A/swine/North_Carolina/082302_02858743/2025|A_/_H3N2|3C.2|2025-08-04|HA|4||EPI_ISL_20153178,2010.1
A/swine/North_Carolina/A02524585/2020|A_/_H3N2|unassigned|2020-09-03|HA|4||EPI_ISL_707311,1990.4.a
A/swine/Kansas/13-152087/2013|A_/_H3N2|unassigned|2013-12-02|HA|4||EPI_ISL_158897,1990.4.a
A/swine/Iowa/A02636179/2021|A_/_H3N2|unassigned|2021-09-22|HA|4||EPI_ISL_6816042,1990.4.a
A/swine/Minnesota/A02248042/2021|A_/_H3N2|unassigned|2021-06-18|HA|4||EPI_ISL_4089867,1990.4.a
A/swine/Ohio/23-15555/2023|A_/_H3N2|unassigned|2023-06-22|HA|4||EPI_ISL_20185874,2010.1
A/swine/Iowa/A02858278/2025|A_/_H3N2|unassigned|2025-01-08|HA|4||EPI_ISL_19740033,2010.1
"Influenza A virus (A/swine/Iowa/23TOSU4096/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2023-08-15|PP461310.1",2010.1
A/swine/Iowa/101010/2021|A_/_H3|unassigned|2021-03-26|HA|4||EPI_ISL_19278048,2010.1
A/swine/North_Carolina/A01785564/2018|A_/_H3N2|unassigned|2018-06-06|HA|4||EPI_ISL_328451,2010.1
A/swine/Minnesota/ISU-A02861860/2023|A_/_H3N2|unassigned|2023-09-29|HA|4||EPI_ISL_18755238,2010.1
A/swine/IA/34166/2018|A_/_H3N1|3C.3a|2018-05-10|HA|4||EPI_ISL_389811,1990.1
A/swine/Missouri/A01932047/2017|A_/_H3N2|unassigned|2017-02-09|HA|4||EPI_ISL_258642,2010.1
A/swine/Missouri/A02751263/2022|A_/_H3N2|3C.2|2022-11-22|HA|4||EPI_ISL_16840771,2010.1
A/swine/Iowa/A02478764/2019|A_/_H3N2|unassigned|2019-10-15|HA|4||EPI_ISL_399722,1990.4.i
A/swine/Oklahoma/A02862406/2024|A_/_H3N2|unassigned|2024-03-20|HA|4||EPI_ISL_19072932,1990.4.b1
A/swine/Iowa/A02218173/2017|A_/_H3N2|unassigned|2017-06-27|HA|4||EPI_ISL_279504,2010.1
A/swine/Indiana/17TOSU1056/2017|A_/_H3N2|unassigned|2017-06-01|HA|4||EPI_ISL_379271,2010.1
A/swine/Minnesota/A02139250/2017|A_/_H3N2|unassigned|2017-12-27|HA|4||EPI_ISL_295680,1990.4.g
A/swine/Iowa/A02431991/2019|A_/_H3N2|unassigned|2019-04-02|HA|4||EPI_ISL_366315,1990.4.a
A/swine/North_Carolina/A01476196/2014|A_/_H3N2|unassigned|2014-08-06|HA|4||EPI_ISL_166549,1990.4.a
A/swine/Iowa/101013/2021|A_/_H3|3C.2|2021-04-09|HA|4||EPI_ISL_19278041,2010.1
A/swine/Arkansas/A01555210/2014|A_/_H3N2|unassigned|2014-12-22|HA|4||EPI_ISL_174465,1990.4.b1
A/swine/Illinois/100081/2014|A_/_H3|unassigned|2014-10-21|HA|4||EPI_ISL_19279261,1990.4.a
"Influenza A virus (A/swine/Texas/A02246919/2022(H3N?)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N?|USA: Texas|Sus scrofa|2022-01-06|OM654381.1",2010.1
A/swine/Indiana/13TOSU1155/2013|A_/_H3N2|unassigned|2013-07-01|HA|4||EPI_ISL_161115,1990.4.a
A/swine/Iowa/A02479355/2020|A_/_H3N2|unassigned|2020-05-18|HA|4||EPI_ISL_501786,2010.1
A/swine/Missouri/A01847626/2015|A_/_H3N2|unassigned|2015-04-20|HA|4||EPI_ISL_188904,2010.1
A/swine/Utah/A02245102/2019|A_/_H3N2|unassigned|2019-04-11|HA|4||EPI_ISL_366163,2010.1
A/swine/Minnesota/A01778110/2016|A_/_H3N2|unassigned|2016-07-29|HA|4||EPI_ISL_234523,2010.1
"Influenza A virus (A/swine/Ohio/23TOSU3548/2023(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa scrofa|2023-08-09|PP461351.1",1990.4.a
A/swine/Indiana/21TOSU0877/2021|A_/_H3N2|3C.3a|2021-06-17|HA|4||EPI_ISL_18005770,1990.4.a
A/swine/Pennsylvania/602170-2/2010|A_/_H3N2|unassigned|2010-10-25|HA|4||EPI_ISL_89369,1990.4.k
A/swine/Minnesota/A02245861/2020|A_/_H3N2|unassigned|2020-12-30|HA|4||EPI_ISL_4081959,2010.1
A/swine/Illinois/A02751170/2022|A_/_H3N2|unassigned|2022-11-03|HA|4||EPI_ISL_16925076,1990.4.a
A/swine/Minnesota/A02978909/2024|A_/_H3N2|3C.3a|2024-04-02|HA|4||EPI_ISL_19328743,1990.4.a
A/swine/North_Carolina/A01555667/2015|A_/_H3N2|unassigned|2015-02-23|HA|4||EPI_ISL_177941,1990.4.a
A/swine/Iowa/A02478658/2019|A_/_H3N2|unassigned|2019-09-05|HA|4||EPI_ISL_393554,2010.1
A/swine/Missouri/ISU-A02862184/2023|A_/_H3N2|unassigned|2023-12-28|HA|4||EPI_ISL_18847113,1990.4
A/swine/Indiana/A02636107/2021|A_/_H3N2|unassigned|2021-09-02|HA|4||EPI_ISL_6785604,1990.4.a
A/swine/Iowa/A02524795/2020|A_/_H3N2|unassigned|2020-10-26|HA|4||EPI_ISL_4081577,1990.4.a
A/swine/South_Dakota/A02245350/2019|A_/_H3N2|unassigned|2019-12-02|HA|4||EPI_ISL_505940,1990.4.a
A/swine/Indiana/A01260041/2012|A_/_H3N2|unassigned|2012-10-01|HA|4||EPI_ISL_132319,1990.4.a
A/swine/Indiana/A01260163/2012|A_/_H3N2|unassigned|2012-12-05|HA|4||EPI_ISL_136673,1990.4.a
A/swine/Missouri/A02751137/2022|A_/_H3N2|unassigned|2022-11-01|HA|4||EPI_ISL_16854587,2010.1
A/swine/Ohio/OH20-17380/2020|A_/_H3N2|3C.3a|2020-08-14|HA|4||EPI_ISL_17373099,1990.4.a
A/swine/Oklahoma/A02858221/2024|A_/_H3N2|3C.2a1b.2a.2a.3a.1|2024-01-29|HA|4||EPI_ISL_19191110,Other-Human-2020
A/swine/Iowa/MT_12_07_4301/2012|A_/_H3N2|unassigned|2012-08-31|HA|4||EPI_ISL_271048,1990.4.b1
A/swine/North_Carolina/A01945973/2015|A_/_H3N2|unassigned|2015-10-27|HA|4||EPI_ISL_205328,1990.4.a
A/swine/Iowa/A02172377/2018|A_/_H3N2|unassigned|2018-07-13|HA|4||EPI_ISL_327491,1990.4.a
A/swine/Minnesota/A01785416/2018|A_/_H3N2|unassigned|2018-01-10|HA|4||EPI_ISL_300555,2010.1
A/swine/Iowa/A02268957/2018|A_/_H3N2|unassigned|2018-10-31|HA|4||EPI_ISL_378878,2010.1
A/swine/North_Carolina/A01475217/2014|A_/_H3N2|unassigned|2014-03-01|HA|4||EPI_ISL_162025,1990.4.a
A/swine/Pennsylvania/A01733733/2016|A_/_H3N2|unassigned|2016-03-17|HA|4||EPI_ISL_221739,1990.4.a
A/swine/Ohio/A02751357/2022|A_/_H3N2|unassigned|2022-12-27|HA|4||EPI_ISL_16891259,2010.1
A/swine/Ohio/11SW109/2011|A_/_H3N2|unassigned|2011-08-05|HA|4||EPI_ISL_133866,1990.4.a
A/swine/Iowa/A02429951/2019|A_/_H3N2|unassigned|2019-01-21|HA|4||EPI_ISL_373544,2010.1
A/swine/Minnesota/A02478718/2019|A_/_H3N2|unassigned|2019-09-28|HA|4||EPI_ISL_399402,2010.1
A/swine/Ohio/14TOSU0435/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200868,1990.4.b1
A/swine/Iowa/A02479120/2020|A_/_H3N2|unassigned|2020-03-06|HA|4||EPI_ISL_503986,1990.4.a
A/swine/USA/101875/2015|A_/_H3|3C.3a|2015-06-26|HA|4||EPI_ISL_19279189,1990.4.a
A/swine/Iowa/A02478750/2019|A_/_H3N2|unassigned|2019-10-09|HA|4||EPI_ISL_399591,1990.4.a
A/swine/Iowa/A02862393/2024|A_/_H3N2|unassigned|2024-03-12|HA|4||EPI_ISL_19064626,2010.1
A/swine/Illinois/A02858408/2025|A_/_H3N2|3C.2|2025-02-24|HA|4||EPI_ISL_19790120,2010.1
A/swine/Iowa/A02751166/2022|A_/_H3N2|3C.2|2022-11-01|HA|4||EPI_ISL_16925086,2010.1
A/swine/North_Dakota/A01782435/2016|A_/_H3N2|unassigned|2016-10-18|HA|4||EPI_ISL_245065,1990.4.a
A/swine/Iowa/A02858288/2025|A_/_H3N2|unassigned|2025-01-07|HA|4||EPI_ISL_19764697,2010.1
A/swine/North_Carolina/A01945452/2015|A_/_H3N2|unassigned|2015-10-06|HA|4||EPI_ISL_203201,1990.4.a
A/swine/Iowa/101891/2015|A_/_H3|3C.3a|2015-02-25|HA|4||EPI_ISL_19279233,1990.4.a
A/swine/Missouri/A02431992/2019|A_/_H3N2|unassigned|2019-04-02|HA|4||EPI_ISL_366306,2010.1
A/swine/Iowa/A02138601/2017|A_/_H3N2|unassigned|2017-12-13|HA|4||EPI_ISL_295670,1990.4.a
A/swine/Iowa/A02858457/2025|A_/_H3N2|3C.2|2025-03-14|HA|4||EPI_ISL_19824134,2010.1
A/swine/North_Carolina/A01795709/2015|A_/_H3N2|unassigned|2015-10-29|HA|4||EPI_ISL_205323,1990.4.a
A/swine/Iowa/A02858386/2025|A_/_H3N2|3C.2|2025-02-18|HA|4||EPI_ISL_19790156,2010.1
A/swine/Iowa/A02478823/2019|A_/_H3N2|3C.2a1|2019-10-31|HA|4||EPI_ISL_503383,2010.2
A/swine/Iowa/100825/2018|A_/_H3|unassigned|2018-03-16|HA|4||EPI_ISL_19278626,2010.1
A/swine/Texas/A01785741/2018|A_/_H3N2|unassigned|2018-11-07|HA|4||EPI_ISL_378916,2010.1
A/swine/Illinois/A01432127/2012|A_/_H3N2|unassigned|2012-10-29|HA|4||EPI_ISL_132337,1990.4.a
A/swine/Minnesota/18815/2005|A_/_H3N2|unassigned|2005-01-01|HA|4||EPI_ISL_30387,1990.4
A/swine/Pennsylvania/A01432652/2013|A_/_H3N2|unassigned|2013-04-02|HA|4||EPI_ISL_142021,1990.4.a
A/swine/Kentucky/16TOSU6069/2016|A_/_H3N2|unassigned|2016-11-01|HA|4||EPI_ISL_280243,2010.1
A/swine/Indiana/A02750906/2022|A_/_H3N2|unassigned|2022-10-07|HA|4||EPI_ISL_16215569,2010.2
A/swine/Minnesota/A02245655/2020|A_/_H3N2|unassigned|2020-05-20|HA|4||EPI_ISL_501762,1990.4.a
A/swine/Nebraska/CEIRR-I100043/2023|A_/_H3N2|unassigned|2023-10-24|HA|4||EPI_ISL_18847109,1990.4.i
A/swine/South_Dakota/3/2012|A_/_H3N2|unassigned|2012-06-01|HA|4||EPI_ISL_122103,1990.4.b2
A/swine/Iowa/104691_02858893/2025|A_/_H3N2|unassigned|2025-10-06|HA|4||EPI_ISL_20247430,2010.1
A/swine/Iowa/A02245525/2020|A_/_H3N2|unassigned|2020-03-02|HA|4||EPI_ISL_503931,1990.4.a
A/swine/Illinois/A01203672/2012|A_/_H3N2|unassigned|2012-07-21|HA|4||EPI_ISL_129377,1990.4.a
A/swine/Tennessee/A01104055/2012|A_/_H3N2|unassigned|2012-10-25|HA|4||EPI_ISL_134281,1990.4.a
A/swine/Minnesota/A01271227/2012|A_/_H3N2|unassigned|2012-10-08|HA|4||EPI_ISL_132316,1990.4.b1
A/swine/Ohio/A01797995/2019|A_/_H3N2|unassigned|2019-04-23|HA|4||EPI_ISL_387842,2010.1
"Influenza A virus (A/swine/North Carolina/A02979343/2024(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2024-11-19|PQ851360.1",1990.4.b1
A/swine/Minnesota/A01271014/2012|A_/_H3N2|unassigned|2012-10-17|HA|4||EPI_ISL_132372,1990.4.b1
A/swine/Oklahoma/A02862872/2024|A_/_H3N2|unassigned|2024-09-11|HA|4||EPI_ISL_19471782,1990.4.b1
A/swine/Minnesota/A01201894/2011|A_/_H3N2|unassigned|2011-07-05|HA|4||EPI_ISL_116361,1990.4.d
A/swine/Illinois/A02218757/2017|A_/_H3N2|unassigned|2017-07-25|HA|4||EPI_ISL_281304,2010.1
A/swine/Nebraska/A01823468/2015|A_/_H3N2|unassigned|2015-07-09|HA|4||EPI_ISL_205510,1990.4.a
A/swine/Illinois/0TM110/2017|A_/_H3N2|unassigned|2017-02-13|HA|4||EPI_ISL_282413,2010.1
A/swine/Missouri/00355/2004|A_/_H3N2|unassigned|2004-07-30|HA|4||EPI_ISL_151619,1990.4
A/swine/North_Carolina/A01731777/2016|A_/_H3N2|unassigned|2016-02-16|HA|4||EPI_ISL_217475,1990.4.a
"Influenza A virus (A/swine/North Carolina/A01410691/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: North Carolina|Sus scrofa|2014-04|KJ859570.1",1990.4.a
A/swine/Ohio/OH18-09970.4/2018|A_/_H3N2|unassigned|2018-04-29|HA|4||EPI_ISL_373229,1990.4.a
A/swine/Illinois/A01410786/2014|A_/_H3N2|unassigned|2014-05-01|HA|4||EPI_ISL_163616,1990.4.a
A/swine/Minnesota/A02245681/2020|A_/_H3N2|unassigned|2020-07-13|HA|4||EPI_ISL_707018,2010.1
A/swine/North_Carolina/A01476722/2014|A_/_H3N2|unassigned|2014-10-14|HA|4||EPI_ISL_170809,1990.4.a
A/swine/Iowa/A02636023/2021|A_/_H3N2|unassigned|2021-08-04|HA|4||EPI_ISL_6781463,1990.4.a
A/swine/Iowa/A02862570/2024|A_/_H3N2|3C.2|2024-04-15|HA|4||EPI_ISL_19141099,2010.1
A/swine/Minnesota/A02245533/2020|A_/_H3N2|unassigned|2020-03-18|HA|4||EPI_ISL_504048,1990.4.a
A/swine/Iowa/A01203463/2012|A_/_H3N2|unassigned|2012-04-24|HA|4||EPI_ISL_127723,1990.4.b1
A/swine/Minnesota/A02245708/2020|A_/_H3N1|3C.2|2020-09-02|HA|4||EPI_ISL_707327,2010.1
A/swine/Iowa/A02255010/2018|A_/_H3N2|unassigned|2018-08-06|HA|4||EPI_ISL_381078,2010.1
A/swine/Nebraska/A01241785/2012|A_/_H3N2|unassigned|2012-02-20|HA|4||EPI_ISL_130037,1990.4.f
A/swine/Iowa/36241/2005|A_/_H3N2|unassigned|2005-01-01|HA|4||EPI_ISL_30386,1990.4
A/swine/North_Carolina/A02980728/2025|A_/_H3N2|unassigned|2025-11-06|HA|4||EPI_ISL_20289078,2010.1
A/swine/Iowa/092501_02858790/2025|A_/_H3N2|unassigned|2025-08-26|HA|4||EPI_ISL_20187387,2010.1
A/swine/Ohio/09SW79M/2009|A_/_H3N2|unassigned|2009-08-08|HA|4||EPI_ISL_133811,1990.4
A/swine/Ohio/17TOSU5637/2017|A_/_H3N2|unassigned|2017-06-01|HA|4||EPI_ISL_373724,2010.1
A/Swine/Colorado/1/77|A_/_H3N2|unassigned|1977-01-01|HA|4||EPI_ISL_1714,Other-Human-1970
A/swine/Iowa/A02636612/2022|A_/_H3N2|unassigned|2022-04-04|HA|4||EPI_ISL_14835651,1990.4.a
A/swine/Minnesota/63607-5/2008|A_/_H3N1|unassigned|2008-01-01|HA|4||EPI_ISL_30319,1990.4
A/swine/Minnesota/082316_02858757/2025|A_/_H3N2|unassigned|2025-08-06|HA|4||EPI_ISL_20153175,2010.1
A/swine/Iowa/A02711711/2022|A_/_H3N2|unassigned|2022-03-17|HA|4||EPI_ISL_14835310,1990.4.a
A/swine/Illinois/100566/2019|A_/_H3|unassigned|2019-03-20|HA|4||EPI_ISL_19278421,1990.4.g
A/swine/Nebraska/A02246971/2021|A_/_H3N2|unassigned|2021-10-04|HA|4||EPI_ISL_6795325,2010.1
A/swine/Iowa/A01777663/2016|A_/_H3N2|unassigned|2016-06-29|HA|4||EPI_ISL_234963,1990.4.a
A/swine/Illinois/A01271623/2012|A_/_H3N2|unassigned|2012-10-30|HA|4||EPI_ISL_133007,1990.4.b1
A/swine/Missouri/A02636129/2021|A_/_H3N2|unassigned|2021-09-08|HA|4||EPI_ISL_6795292,2010.1
A/swine/Illinois/101572/2019|A_/_H3|unassigned|2019-11-06|HA|4||EPI_ISL_19278284,2010.1
A/swine/Missouri/A02256554/2018|A_/_H3N2|unassigned|2018-08-13|HA|4||EPI_ISL_381344,2010.1
A/swine/Texas/A02711861/2022|A_/_H3N2|unassigned|2022-08-04|HA|4||EPI_ISL_16212292,2010.1
A/swine/Utah/A02524486/2020|A_/_H3N2|unassigned|2020-07-07|HA|4||EPI_ISL_700972,2010.1
A/swine/Iowa/A02524815/2020|A_/_H3N2|unassigned|2020-10-28|HA|4||EPI_ISL_4081608,1990.4.a
A/swine/Texas/A02978457/2023|A_/_H3N1|3C.3a|2023-03-20|HA|4||EPI_ISL_17986883,2010.1
A/swine/Ohio/14TOSU21800/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200894,1990.4.b1
A/swine/Iowa/A02478542/2019|A_/_H3N2|unassigned|2019-06-14|HA|4||EPI_ISL_372504,1990.4.a
A/swine/Minnesota/A01940176/2015|A_/_H3N2|unassigned|2015-08-26|HA|4||EPI_ISL_200991,2010.1
A/swine/North_Carolina/SG1364/2010|A_/_H3N2|unassigned|2010-11-24|HA|4||EPI_ISL_151204,1990.4
A/swine/Nebraska/A01785535/2018|A_/_H3N2|unassigned|2018-05-08|HA|4||EPI_ISL_328754,1990.4.b2
A/swine/Michigan/A01259074/2013|A_/_H3N2|unassigned|2013-08-20|HA|4||EPI_ISL_148407,1990.4.a
A/swine/Indiana/101559/2018|A_/_H3|3C.2|2018-10-22|HA|4||EPI_ISL_19278518,2010.1
A/swine/Illinois/21TOSU2139/2021|A_/_H3N2|unassigned|2021-06-25|HA|4||EPI_ISL_14872433,1990.4.a
A/swine/Missouri/A02170599/2018|A_/_H3N2|unassigned|2018-06-27|HA|4||EPI_ISL_327838,2010.1
A/swine/Indiana/A02751164/2022|A_/_H3N2|3C.2|2022-11-02|HA|4||EPI_ISL_16924978,2010.1
A/swine/Ohio/OH18-23554-1.4/2018|A_/_H3N2|3C.2a1|2018-10-19|HA|4||EPI_ISL_373269,2010.2
A/swine/Iowa/A02157543/2018|A_/_H3N2|unassigned|2018-04-04|HA|4||EPI_ISL_329604,2010.1
A/swine/Minnesota/A02245201/2019|A_/_H3N2|unassigned|2019-07-19|HA|4||EPI_ISL_388617,2010.1
A/swine/Indiana/A02636492/2022|A_/_H3N2|3C.2a1|2022-02-14|HA|4||EPI_ISL_14778243,2010.2
A/swine/Iowa/A02139353/2018|A_/_H3N2|unassigned|2018-01-04|HA|4||EPI_ISL_299526,2010.1
"Influenza A virus (A/swine/United State/A01410840/2014(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA|Sus scrofa|2014-05|KJ941343.1",1990.4.a
A/swine/Illinois/A02636676/2022|A_/_H3N2|unassigned|2022-04-26|HA|4||EPI_ISL_14224163,1990.4.a
A/swine/Illinois/100245/2017|A_/_H3|unassigned|2017-01-19|HA|4||EPI_ISL_19278886,1990.4.a
A/swine/Iowa/A02158714/2018|A_/_H3N2|unassigned|2018-05-17|HA|4||EPI_ISL_328735,2010.1
A/swine/Pennsylvania/A02858683/2025|A_/_H3N2|3C.2|2025-06-16|HA|4||EPI_ISL_20069311,2010.1
A/swine/Nebraska/A02858640/2025|A_/_H3N2|unassigned|2025-05-20|HA|4||EPI_ISL_19917965,2010.1
A/swine/Kentucky/14TOSU23818/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200841,1990.4.b1
A/swine/Iowa/A01785787/2018|A_/_H3N2|unassigned|2018-12-12|HA|4||EPI_ISL_376860,1990.4.a
A/swine/Indiana/A01730580/2016|A_/_H3N2|unassigned|2016-01-28|HA|4||EPI_ISL_216894,2010.1
A/swine/Iowa/A02862319/2024|A_/_H3N2|unassigned|2024-02-21|HA|4||EPI_ISL_19219647,1990.4.a
A/swine/North_Carolina/A01777729/2016|A_/_H3N2|unassigned|2016-07-18|HA|4||EPI_ISL_234956,1990.4.b2
A/swine/Iowa/A02430907/2019|A_/_H3N2|unassigned|2019-02-22|HA|4||EPI_ISL_372263,2010.1
A/swine/Illinois/A01475190/2014|A_/_H3N2|unassigned|2014-03-01|HA|4||EPI_ISL_162029,1990.4.a
"Influenza A virus (A/swine/Missouri/A02257614/2018(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Missouri|Sus scrofa|2018-09-18|MK071676.1",1990.1
A/swine/Iowa/A02524543/2020|A_/_H3N2|unassigned|2020-08-13|HA|4||EPI_ISL_707248,2010.1
A/swine/Iowa/A01668529/2016|A_/_H3N2|unassigned|2016-11-17|HA|4||EPI_ISL_246086,2010.1
A/swine/Iowa/A02635791/2021|A_/_H3N2|unassigned|2021-05-11|HA|4||EPI_ISL_4083652,2010.1
A/swine/Ohio/14TOSU0566/2014|A_/_H3N2|unassigned|2014-01-01|HA|4||EPI_ISL_200845,1990.4.b1
A/swine/Iowa/ISU-A02861774/2023|A_/_H3N2|3C.2|2023-08-31|HA|4||EPI_ISL_18340768,2010.1
A/swine/Illinois/100085/2014|A_/_H3|3C.3a|2014-12-30|HA|4||EPI_ISL_19279247,1990.4.b2
A/swine/Winconsin/12627/2009|A_/_H3N2|unassigned|2009-06-01|HA|4||EPI_ISL_142719,1990.4
A/swine/Illinois/101615/2022|A_/_H3|3C.2|2022-10-13|HA|4||EPI_ISL_19277896,2010.1
A/swine/Iowa/A01671940/2016|A_/_H3N2|unassigned|2016-12-28|HA|4||EPI_ISL_253930,2010.1
A/swine/Iowa/058362_02862621_H3/2024|A_/_H3|3C.2|2024-05-31|HA|4||EPI_ISL_19230695,2010.1
A/swine/Iowa/A02256932/2018|A_/_H3N2|unassigned|2018-08-30|HA|4||EPI_ISL_381438,2010.1
A/swine/Illinois/101039/2005|A_/_H3|unassigned|2005-10-07|HA|4||EPI_ISL_19279576,1990.4
A/swine/Iowa/A02479137/2020|A_/_H3N2|unassigned|2020-03-18|HA|4||EPI_ISL_504065,2010.1
A/swine/Iowa/A02862889/2024|A_/_H3N2|3C.2|2024-09-17|HA|4||EPI_ISL_19501189,2010.1
A/swine/Illinois/A01462549/2015|A_/_H3N2|unassigned|2015-01-20|HA|4||EPI_ISL_180677,1990.4.e
A/swine/Indiana/A01049745/2011|A_/_H3N2|unassigned|2011-03-23|HA|4||EPI_ISL_97118,1990.4.a
A/swine/Iowa/A02862419/2024|A_/_H3N2|unassigned|2024-03-15|HA|4||EPI_ISL_19064631,2010.1
A/swine/Minnesota/D09-23141-3/2009|A_/_H3N2|unassigned|2009-05-06|HA|4||EPI_ISL_198162,1990.4
A/swine/North_Carolina/USDA-A02978570/2023|A_/_H3N2|unassigned|2023-10-17|HA|4||EPI_ISL_18758901,2010.1
A/swine/Iowa/A01668202/2016|A_/_H3N2|unassigned|2016-11-09|HA|4||EPI_ISL_246027,2010.1
"Influenza A virus (A/swine/Iowa/004584_(A02859065)_H3/2025(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N2|USA: Iowa|Sus scrofa|2025-11-13|PZ106059.1",2010.1
A/swine/Ohio/23-27418-4/2023|A_/_H3N2|unassigned|2023-11-13|HA|4||EPI_ISL_20186021,2010.1
"Influenza A virus (A/swine/Texas/A02248195/2021(H3N?)) segment 4 hemagglutinin (HA) gene, complete cds |Alphainfluenzavirus influenzae|H3N?|USA: Texas|Sus scrofa|2021-09-01|OM654390.1",2010.1
