"sequence_name","clade","name_cleaned","location","date"
"A/swine/Iowa/A02478494/2019|A_/_H3N2|unassigned|2019-05-16|HA|4|EPI_ISL_368842","1990.4.a","A/swine/Iowa/A02478494/2019|A_/_H3N2|1990.4.a|2019-05-16|HA|4|EPI_ISL_368842","Iowa","2019-05-16"
"A/swine/Iowa/A02478455/2019|A_/_H3N2|unassigned|2019-04-25|HA|4|EPI_ISL_387818","unassigned","A/swine/Iowa/A02478455/2019|A_/_H3N2|unassigned|2019-04-25|HA|4|EPI_ISL_387818","Iowa","2019-04-25"
"A/swine/Iowa/A02478449/2019|A_/_H3N2|unassigned|2019-04-26|HA|4|EPI_ISL_387843","unassigned","A/swine/Iowa/A02478449/2019|A_/_H3N2|unassigned|2019-04-26|HA|4|EPI_ISL_387843","Iowa","2019-04-26"
"A/swine/Indiana/A02478844/2019|A_/_H3N2|unassigned|2019-11-04|HA|4|EPI_ISL_505621","1990.4.a","A/swine/Indiana/A02478844/2019|A_/_H3N2|1990.4.a|2019-11-04|HA|4|EPI_ISL_505621","Indiana","2019-11-04"
"A/swine/Indiana/A02478732/2019|A_/_H3N2|unassigned|2019-10-08|HA|4|EPI_ISL_399396","unassigned","A/swine/Indiana/A02478732/2019|A_/_H3N2|unassigned|2019-10-08|HA|4|EPI_ISL_399396","Indiana","2019-10-08"
"A/swine/Indiana/A02478980/2020|A_/_H3N2|unassigned|2020-01-06|HA|4|EPI_ISL_502043","unassigned","A/swine/Indiana/A02478980/2020|A_/_H3N2|unassigned|2020-01-06|HA|4|EPI_ISL_502043","Indiana","2020-01-06"
"A/swine/Indiana/A02478966/2019|A_/_H3N2|unassigned|2019-12-27|HA|4|EPI_ISL_503331","unassigned","A/swine/Indiana/A02478966/2019|A_/_H3N2|unassigned|2019-12-27|HA|4|EPI_ISL_503331","Indiana","2019-12-27"
"A/swine/Ohio/A02478819/2019|A_/_H3N2|unassigned|2019-10-29|HA|4|EPI_ISL_503385","unassigned","A/swine/Ohio/A02478819/2019|A_/_H3N2|unassigned|2019-10-29|HA|4|EPI_ISL_503385","Ohio","2019-10-29"
"A/swine/North_Carolina/A02245394/2020(H3N2)|A_/_H3N2|unassigned|2020-01-17|HA|4|EPI_ISL_503410","unassigned","A/swine/North Carolina/A02245394/2020(H3N2)|A_/_H3N2|unassigned|2020-01-17|HA|4|EPI_ISL_503410","North Carolina","2020-01-17"
"A/swine/Ohio/A02478686/2019|A_/_H3N2|unassigned|2019-09-17|HA|4|EPI_ISL_396960","unassigned","A/swine/Ohio/A02478686/2019|A_/_H3N2|unassigned|2019-09-17|HA|4|EPI_ISL_396960","Ohio","2019-09-17"
"A/swine/Indiana/A02479057/2020|A_/_H3N2|unassigned|2020-02-12|HA|4|EPI_ISL_503731","unassigned","A/swine/Indiana/A02479057/2020|A_/_H3N2|unassigned|2020-02-12|HA|4|EPI_ISL_503731","Indiana","2020-02-12"
"A/swine/Indiana/A02479029/2019(H3N2)|A_/_H3N2|unassigned|2019-12-31|HA|4|EPI_ISL_505000","1990.4.a","A/swine/Indiana/A02479029/2019(H3N2)|A_/_H3N2|1990.4.a|2019-12-31|HA|4|EPI_ISL_505000","Indiana","2019-12-31"
"A/swine/Ohio/A02245339/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_505704","1990.4.a","A/swine/Ohio/A02245339/2019|A_/_H3N2|1990.4.a|2019-11-19|HA|4|EPI_ISL_505704","Ohio","2019-11-19"
"A/swine/Indiana/A02478925/2019|A_/_H3N2|unassigned|2019-11-26|HA|4|EPI_ISL_505922","1990.4.a","A/swine/Indiana/A02478925/2019|A_/_H3N2|1990.4.a|2019-11-26|HA|4|EPI_ISL_505922","Indiana","2019-11-26"
"A/swine/Iowa/A02479047/2020|A_/_H3N2|unassigned|2020-02-03|HA|4|EPI_ISL_503614","1990.4.a","A/swine/Iowa/A02479047/2020|A_/_H3N2|1990.4.a|2020-02-03|HA|4|EPI_ISL_503614","Iowa","2020-02-03"
"A/swine/Iowa/A02478649/2019|A_/_H3N2|unassigned|2019-09-09|HA|4|EPI_ISL_393540","1990.4.a","A/swine/Iowa/A02478649/2019|A_/_H3N2|1990.4.a|2019-09-09|HA|4|EPI_ISL_393540","Iowa","2019-09-09"
"A/swine/Indiana/A02479025/2020|A_/_H3N2|unassigned|2020-01-21|HA|4|EPI_ISL_503439","1990.4.a","A/swine/Indiana/A02479025/2020|A_/_H3N2|1990.4.a|2020-01-21|HA|4|EPI_ISL_503439","Indiana","2020-01-21"
"A/swine/Indiana/A02479009/2020|A_/_H3N2|unassigned|2020-01-24|HA|4|EPI_ISL_503445","unassigned","A/swine/Indiana/A02479009/2020|A_/_H3N2|unassigned|2020-01-24|HA|4|EPI_ISL_503445","Indiana","2020-01-24"
"A/swine/Indiana/A02478733/2019|A_/_H3N2|unassigned|2019-10-01|HA|4|EPI_ISL_399414","1990.4.a","A/swine/Indiana/A02478733/2019|A_/_H3N2|1990.4.a|2019-10-01|HA|4|EPI_ISL_399414","Indiana","2019-10-01"
"A/swine/Indiana/A02478978/2019|A_/_H3N2|unassigned|2019-12-31|HA|4|EPI_ISL_503334","1990.4.a","A/swine/Indiana/A02478978/2019|A_/_H3N2|1990.4.a|2019-12-31|HA|4|EPI_ISL_503334","Indiana","2019-12-31"
"A/swine/Indiana/A01812302/2020|A_/_H3N2|unassigned|2020-01-28|HA|4|EPI_ISL_503427.1","unassigned","A/swine/Indiana/A01812302/2020|A_/_H3N2|unassigned|2020-01-28|HA|4|EPI_ISL_503427.1","Indiana","2020-01-28"
"A/swine/Iowa/A02429953/2019|A_/_H3N2|unassigned|2019-01-22|HA|4|EPI_ISL_373537","1990.4.a","A/swine/Iowa/A02429953/2019|A_/_H3N2|1990.4.a|2019-01-22|HA|4|EPI_ISL_373537","Iowa","2019-01-22"
"A/swine/Iowa/A02430278/2019|A_/_H3N2|unassigned|2019-02-08|HA|4|EPI_ISL_370659","unassigned","A/swine/Iowa/A02430278/2019|A_/_H3N2|unassigned|2019-02-08|HA|4|EPI_ISL_370659","Iowa","2019-02-08"
"A/swine/Indiana/A02479148/2020|A_/_H3N2|unassigned|2020-03-18|HA|4|EPI_ISL_504079","1990.4.a","A/swine/Indiana/A02479148/2020|A_/_H3N2|1990.4.a|2020-03-18|HA|4|EPI_ISL_504079","Indiana","2020-03-18"
"A/swine/Illinois/A02478564/2019|A_/_H3N2|unassigned|2019-06-21|HA|4|EPI_ISL_372918","1990.4.a","A/swine/Illinois/A02478564/2019|A_/_H3N2|1990.4.a|2019-06-21|HA|4|EPI_ISL_372918","Illinois","2019-06-21"
"A/swine/Illinois/A02478554/2019|A_/_H3N2|unassigned|2019-06-10|HA|4|EPI_ISL_372913","unassigned","A/swine/Illinois/A02478554/2019|A_/_H3N2|unassigned|2019-06-10|HA|4|EPI_ISL_372913","Illinois","2019-06-10"
"A/swine/Illinois/A02478493/2019|A_/_H3N2|unassigned|2019-05-14|HA|4|EPI_ISL_368841","unassigned","A/swine/Illinois/A02478493/2019|A_/_H3N2|unassigned|2019-05-14|HA|4|EPI_ISL_368841","Illinois","2019-05-14"
"A/swine/Illinois/A02478510/2019|A_/_H3N2|unassigned|2019-05-22|HA|4|EPI_ISL_369153","unassigned","A/swine/Illinois/A02478510/2019|A_/_H3N2|unassigned|2019-05-22|HA|4|EPI_ISL_369153","Illinois","2019-05-22"
"A/swine/Iowa/A02478636/2019|A_/_H3N2|unassigned|2019-08-26|HA|4|EPI_ISL_393551","1990.4.a","A/swine/Iowa/A02478636/2019|A_/_H3N2|1990.4.a|2019-08-26|HA|4|EPI_ISL_393551","Iowa","2019-08-26"
"A/swine/Indiana/A02478727/2019|A_/_H3N2|unassigned|2019-10-04|HA|4|EPI_ISL_399407","1990.4.a","A/swine/Indiana/A02478727/2019|A_/_H3N2|1990.4.a|2019-10-04|HA|4|EPI_ISL_399407","Indiana","2019-10-04"
"A/swine/Iowa/A02478825/2019|A_/_H3N2|unassigned|2019-10-29|HA|4|EPI_ISL_505612","1990.4.a","A/swine/Iowa/A02478825/2019|A_/_H3N2|1990.4.a|2019-10-29|HA|4|EPI_ISL_505612","Iowa","2019-10-29"
"A/swine/Iowa/A02478600/2019|A_/_H3N2|unassigned|2019-07-26|HA|4|EPI_ISL_388669","1990.4.a","A/swine/Iowa/A02478600/2019|A_/_H3N2|1990.4.a|2019-07-26|HA|4|EPI_ISL_388669","Iowa","2019-07-26"
"A/swine/Indiana/A02478818/2019|A_/_H3N2|unassigned|2019-10-28|HA|4|EPI_ISL_503406","1990.4.a","A/swine/Indiana/A02478818/2019|A_/_H3N2|1990.4.a|2019-10-28|HA|4|EPI_ISL_503406","Indiana","2019-10-28"
"A/swine/Indiana/A02478626/2019|A_/_H3N2|unassigned|2019-08-22|HA|4|EPI_ISL_393511","1990.4.a","A/swine/Indiana/A02478626/2019|A_/_H3N2|1990.4.a|2019-08-22|HA|4|EPI_ISL_393511","Indiana","2019-08-22"
"A/swine/North_Carolina/A02478858/2019|A_/_H3N2|unassigned|2019-11-11|HA|4|EPI_ISL_505620","1990.4.a","A/swine/North Carolina/A02478858/2019|A_/_H3N2|1990.4.a|2019-11-11|HA|4|EPI_ISL_505620","North Carolina","2019-11-11"
"A/swine/North_Carolina/A02479237/2020|A_/_H3N2|unassigned|2020-04-16|HA|4|EPI_ISL_502851","1990.4.a","A/swine/North Carolina/A02479237/2020|A_/_H3N2|1990.4.a|2020-04-16|HA|4|EPI_ISL_502851","North Carolina","2020-04-16"
"A/swine/North_Carolina/A02245253/2019|A_/_H3N2|unassigned|2019-09-19|HA|4|EPI_ISL_396973","unassigned","A/swine/North Carolina/A02245253/2019|A_/_H3N2|unassigned|2019-09-19|HA|4|EPI_ISL_396973","North Carolina","2019-09-19"
"A/swine/North_Carolina/A02479010/2020|A_/_H3N2|unassigned|2020-01-22|HA|4|EPI_ISL_503430","1990.4.a","A/swine/North Carolina/A02479010/2020|A_/_H3N2|1990.4.a|2020-01-22|HA|4|EPI_ISL_503430","North Carolina","2020-01-22"
"A/swine/North_Carolina/A02245385/2020|A_/_H3N2|unassigned|2020-01-10|HA|4|EPI_ISL_503469","1990.4.a","A/swine/North Carolina/A02245385/2020|A_/_H3N2|1990.4.a|2020-01-10|HA|4|EPI_ISL_503469","North Carolina","2020-01-10"
"A/swine/North_Carolina/A02524538/2020|A_/_H3N2|unassigned|2020-08-06|HA|4|EPI_ISL_707228","1990.4.a","A/swine/North Carolina/A02524538/2020|A_/_H3N2|1990.4.a|2020-08-06|HA|4|EPI_ISL_707228","North Carolina","2020-08-06"
"A/swine/North_Carolina/A02524603/2020|A_/_H3N2|unassigned|2020-09-08|HA|4|EPI_ISL_707308","1990.4.a","A/swine/North Carolina/A02524603/2020|A_/_H3N2|1990.4.a|2020-09-08|HA|4|EPI_ISL_707308","North Carolina","2020-09-08"
"A/swine/Iowa/A02479154/2020|A_/_H3N2|unassigned|2020-03-19|HA|4|EPI_ISL_504086","1990.4.a","A/swine/Iowa/A02479154/2020|A_/_H3N2|1990.4.a|2020-03-19|HA|4|EPI_ISL_504086","Iowa","2020-03-19"
"A/swine/Iowa/A02524435/2020|A_/_H3N2|unassigned|2020-06-18|HA|4|EPI_ISL_499248","1990.4.a","A/swine/Iowa/A02524435/2020|A_/_H3N2|1990.4.a|2020-06-18|HA|4|EPI_ISL_499248","Iowa","2020-06-18"
"A/swine/Iowa/A02479100/2020|A_/_H3N2|unassigned|2020-02-25|HA|4|EPI_ISL_503918","1990.4.a","A/swine/Iowa/A02479100/2020|A_/_H3N2|1990.4.a|2020-02-25|HA|4|EPI_ISL_503918","Iowa","2020-02-25"
"A/swine/Michigan/A02479000/2020|A_/_H3N2|unassigned|2020-01-16|HA|4|EPI_ISL_502400","1990.4.a","A/swine/Michigan/A02479000/2020|A_/_H3N2|1990.4.a|2020-01-16|HA|4|EPI_ISL_502400","Michigan","2020-01-16"
"A/swine/Illinois/A02479045/2020|A_/_H3N2|unassigned|2020-02-03|HA|4|EPI_ISL_503620","1990.4.a","A/swine/Illinois/A02479045/2020|A_/_H3N2|1990.4.a|2020-02-03|HA|4|EPI_ISL_503620","Illinois","2020-02-03"
"A/swine/Iowa/A02431613/2019|A_/_H3N2|unassigned|2019-03-21|HA|4|EPI_ISL_370240","1990.4.a","A/swine/Iowa/A02431613/2019|A_/_H3N2|1990.4.a|2019-03-21|HA|4|EPI_ISL_370240","Iowa","2019-03-21"
"A/swine/Virginia/A01104140/2019|A_/_H3N2|unassigned|2019-12-27|HA|4|EPI_ISL_503925","1990.4.a","A/swine/Virginia/A01104140/2019|A_/_H3N2|1990.4.a|2019-12-27|HA|4|EPI_ISL_503925","Virginia","2019-12-27"
"A/swine/Indiana/A02479161/2020|A_/_H3N2|unassigned|2020-03-24|HA|4|EPI_ISL_504133","unassigned","A/swine/Indiana/A02479161/2020|A_/_H3N2|unassigned|2020-03-24|HA|4|EPI_ISL_504133","Indiana","2020-03-24"
"A/swine/Pennsylvania/A02479125/2020|A_/_H3N2|unassigned|2020-03-11|HA|4|EPI_ISL_503977","1990.4.a","A/swine/Pennsylvania/A02479125/2020|A_/_H3N2|1990.4.a|2020-03-11|HA|4|EPI_ISL_503977","Pennsylvania","2020-03-11"
"A/swine/Ohio/OH20-6892/2020|A_/_H3N2|3C.3a|2020-04-01|HA|4|EPI_ISL_17373134","unassigned","A/swine/Ohio/OH20-6892/2020|A_/_H3N2|3C.3a|2020-04-01|HA|4|EPI_ISL_17373134","Ohio","2020-04-01"
"A/swine/Pennsylvania/A02525008/2020|A_/_H3N2|unassigned|2020-12-18|HA|4|EPI_ISL_4081907","1990.4.a","A/swine/Pennsylvania/A02525008/2020|A_/_H3N2|1990.4.a|2020-12-18|HA|4|EPI_ISL_4081907","Pennsylvania","2020-12-18"
"A/swine/Pennsylvania/A02525116/2021|A_/_H3N2|unassigned|2021-01-26|HA|4|EPI_ISL_4081993","unassigned","A/swine/Pennsylvania/A02525116/2021|A_/_H3N2|unassigned|2021-01-26|HA|4|EPI_ISL_4081993","Pennsylvania","2021-01-26"
"A/swine/Ohio/OH20-10493/2020|A_/_H3N2|3C.3a|2020-05-22|HA|4|EPI_ISL_17373083","unassigned","A/swine/Ohio/OH20-10493/2020|A_/_H3N2|3C.3a|2020-05-22|HA|4|EPI_ISL_17373083","Ohio","2020-05-22"
"A/swine/Ohio/OH20-10115/2020|A_/_H3N2|3C.3a|2020-05-19|HA|4|EPI_ISL_17373082","unassigned","A/swine/Ohio/OH20-10115/2020|A_/_H3N2|3C.3a|2020-05-19|HA|4|EPI_ISL_17373082","Ohio","2020-05-19"
"A/swine/Ohio/OH20-11097/2020|A_/_H3N2|3C.3a|2020-06-01|HA|4|EPI_ISL_17373087","unassigned","A/swine/Ohio/OH20-11097/2020|A_/_H3N2|3C.3a|2020-06-01|HA|4|EPI_ISL_17373087","Ohio","2020-06-01"
"A/swine/Ohio/OH20-10686/2020|A_/_H3N2|3C.3a|2020-05-27|HA|4|EPI_ISL_17373086","unassigned","A/swine/Ohio/OH20-10686/2020|A_/_H3N2|3C.3a|2020-05-27|HA|4|EPI_ISL_17373086","Ohio","2020-05-27"
"A/swine/Ohio/OH20-6741/2020|A_/_H3N2|3C.3a|2020-03-30|HA|4|EPI_ISL_17373133","unassigned","A/swine/Ohio/OH20-6741/2020|A_/_H3N2|3C.3a|2020-03-30|HA|4|EPI_ISL_17373133","Ohio","2020-03-30"
"A/swine/Ohio/OH20-8521/2020|A_/_H3N2|3C.3a|2020-04-29|HA|4|EPI_ISL_17373138","unassigned","A/swine/Ohio/OH20-8521/2020|A_/_H3N2|3C.3a|2020-04-29|HA|4|EPI_ISL_17373138","Ohio","2020-04-29"
"A/swine/Indiana/A02524539/2020|A_/_H3N2|unassigned|2020-08-07|HA|4|EPI_ISL_707226","1990.4.a","A/swine/Indiana/A02524539/2020|A_/_H3N2|1990.4.a|2020-08-07|HA|4|EPI_ISL_707226","Indiana","2020-08-07"
"A/swine/Ohio/OH20-10685/2020|A_/_H3N2|3C.3a|2020-05-27|HA|4|EPI_ISL_17373085","unassigned","A/swine/Ohio/OH20-10685/2020|A_/_H3N2|3C.3a|2020-05-27|HA|4|EPI_ISL_17373085","Ohio","2020-05-27"
"A/swine/Ohio/OH20-17380/2020|A_/_H3N2|3C.3a|2020-08-14|HA|4|EPI_ISL_17373099","unassigned","A/swine/Ohio/OH20-17380/2020|A_/_H3N2|3C.3a|2020-08-14|HA|4|EPI_ISL_17373099","Ohio","2020-08-14"
"A/swine/Ohio/OH20-15002/2020|A_/_H3N2|3C.3a|2020-07-14|HA|4|EPI_ISL_17373094","unassigned","A/swine/Ohio/OH20-15002/2020|A_/_H3N2|3C.3a|2020-07-14|HA|4|EPI_ISL_17373094","Ohio","2020-07-14"
"A/swine/Ohio/OH20-22800/2020|A_/_H3N2|3C.3a|2020-10-22|HA|4|EPI_ISL_17373102","unassigned","A/swine/Ohio/OH20-22800/2020|A_/_H3N2|3C.3a|2020-10-22|HA|4|EPI_ISL_17373102","Ohio","2020-10-22"
"A/swine/Ohio/OH20-15586/2020|A_/_H3N2|3C.3a|2020-07-22|HA|4|EPI_ISL_17373095","unassigned","A/swine/Ohio/OH20-15586/2020|A_/_H3N2|3C.3a|2020-07-22|HA|4|EPI_ISL_17373095","Ohio","2020-07-22"
"A/swine/Pennsylvania/A02479139/2020|A_/_H3N2|unassigned|2020-03-19|HA|4|EPI_ISL_504067","1990.4.a","A/swine/Pennsylvania/A02479139/2020|A_/_H3N2|1990.4.a|2020-03-19|HA|4|EPI_ISL_504067","Pennsylvania","2020-03-19"
"A/swine/North_Carolina/A02245252/2019|A_/_H3N2|unassigned|2019-09-19|HA|4|EPI_ISL_396974","1990.4.a","A/swine/North Carolina/A02245252/2019|A_/_H3N2|1990.4.a|2019-09-19|HA|4|EPI_ISL_396974","North Carolina","2019-09-19"
"A/swine/Indiana/A02478890/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_503966","1990.4.a","A/swine/Indiana/A02478890/2019|A_/_H3N2|1990.4.a|2019-11-19|HA|4|EPI_ISL_503966","Indiana","2019-11-19"
"A/swine/Iowa/A02478529/2019|A_/_H3N2|unassigned|2019-06-05|HA|4|EPI_ISL_372423","1990.4.a","A/swine/Iowa/A02478529/2019|A_/_H3N2|1990.4.a|2019-06-05|HA|4|EPI_ISL_372423","Iowa","2019-06-05"
"A/swine/Iowa/A02478758/2019|A_/_H3N2|unassigned|2019-10-07|HA|4|EPI_ISL_399607","1990.4.a","A/swine/Iowa/A02478758/2019|A_/_H3N2|1990.4.a|2019-10-07|HA|4|EPI_ISL_399607","Iowa","2019-10-07"
"A/swine/Iowa/A02478782/2019|A_/_H3N2|unassigned|2019-10-15|HA|4|EPI_ISL_399716","1990.4.a","A/swine/Iowa/A02478782/2019|A_/_H3N2|1990.4.a|2019-10-15|HA|4|EPI_ISL_399716","Iowa","2019-10-15"
"A/swine/Iowa/A02478542/2019|A_/_H3N2|unassigned|2019-06-14|HA|4|EPI_ISL_372504","1990.4.a","A/swine/Iowa/A02478542/2019|A_/_H3N2|1990.4.a|2019-06-14|HA|4|EPI_ISL_372504","Iowa","2019-06-14"
"A/swine/Iowa/A02478536/2019|A_/_H3N2|unassigned|2019-06-03|HA|4|EPI_ISL_372425","1990.4.a","A/swine/Iowa/A02478536/2019|A_/_H3N2|1990.4.a|2019-06-03|HA|4|EPI_ISL_372425","Iowa","2019-06-03"
"A/swine/Indiana/A02635923/2021|A_/_H3N2|unassigned|2021-06-16|HA|4|EPI_ISL_4084491","1990.4.a","A/swine/Indiana/A02635923/2021|A_/_H3N2|1990.4.a|2021-06-16|HA|4|EPI_ISL_4084491","Indiana","2021-06-16"
"A/swine/Ohio/OH20-24338/2020|A_/_H3N2|3C.3a|2020-11-13|HA|4|EPI_ISL_17373110","unassigned","A/swine/Ohio/OH20-24338/2020|A_/_H3N2|3C.3a|2020-11-13|HA|4|EPI_ISL_17373110","Ohio","2020-11-13"
"A/swine/Ohio/OH20-26583/2020|A_/_H3N2|3C.3a|2020-12-16|HA|4|EPI_ISL_17373126","unassigned","A/swine/Ohio/OH20-26583/2020|A_/_H3N2|3C.3a|2020-12-16|HA|4|EPI_ISL_17373126","Ohio","2020-12-16"
"A/swine/Indiana/OH-7093/2021|A_/_H3N2|3C.3a|2021-03-29|HA|4|EPI_ISL_17471719","unassigned","A/swine/Indiana/OH-7093/2021|A_/_H3N2|3C.3a|2021-03-29|HA|4|EPI_ISL_17471719","Indiana","2021-03-29"
"A/swine/Indiana/A02524738/2020|A_/_H3N2|unassigned|2020-10-14|HA|4|EPI_ISL_697755","1990.4.a","A/swine/Indiana/A02524738/2020|A_/_H3N2|1990.4.a|2020-10-14|HA|4|EPI_ISL_697755","Indiana","2020-10-14"
"A/swine/Ohio/OH20-25166/2020|A_/_H3N2|3C.3a|2020-11-25|HA|4|EPI_ISL_17373119","unassigned","A/swine/Ohio/OH20-25166/2020|A_/_H3N2|3C.3a|2020-11-25|HA|4|EPI_ISL_17373119","Ohio","2020-11-25"
"A/swine/Ohio/OH-1033/2021|A_/_H3N2|3C.3a|2021-01-15|HA|4|EPI_ISL_17471722","unassigned","A/swine/Ohio/OH-1033/2021|A_/_H3N2|3C.3a|2021-01-15|HA|4|EPI_ISL_17471722","Ohio","2021-01-15"
"A/swine/Indiana/OH-5789/2021|A_/_H3N2|3C.3a|2021-03-18|HA|4|EPI_ISL_17471718","unassigned","A/swine/Indiana/OH-5789/2021|A_/_H3N2|3C.3a|2021-03-18|HA|4|EPI_ISL_17471718","Indiana","2021-03-18"
"A/swine/Indiana/A02635711/2021|A_/_H3N2|unassigned|2021-04-19|HA|4|EPI_ISL_4083621","1990.4.a","A/swine/Indiana/A02635711/2021|A_/_H3N2|1990.4.a|2021-04-19|HA|4|EPI_ISL_4083621","Indiana","2021-04-19"
"A/swine/Ohio/OH-20511/2021|A_/_H3N2|3C.3a|2021-09-03|HA|4|EPI_ISL_17471855","unassigned","A/swine/Ohio/OH-20511/2021|A_/_H3N2|3C.3a|2021-09-03|HA|4|EPI_ISL_17471855","Ohio","2021-09-03"
"A/swine/Iowa/A02524509/2020|A_/_H3N2|unassigned|2020-07-29|HA|4|EPI_ISL_707115","1990.4.a","A/swine/Iowa/A02524509/2020|A_/_H3N2|1990.4.a|2020-07-29|HA|4|EPI_ISL_707115","Iowa","2020-07-29"
"A/swine/Ohio/A02524675/2020|A_/_H3N2|unassigned|2020-09-28|HA|4|EPI_ISL_697654","1990.4.a","A/swine/Ohio/A02524675/2020|A_/_H3N2|1990.4.a|2020-09-28|HA|4|EPI_ISL_697654","Ohio","2020-09-28"
"A/swine/Ohio/OH20-16985/2020|A_/_H3N2|3C.3a|2020-08-10|HA|4|EPI_ISL_17373098","unassigned","A/swine/Ohio/OH20-16985/2020|A_/_H3N2|3C.3a|2020-08-10|HA|4|EPI_ISL_17373098","Ohio","2020-08-10"
"A/swine/Ohio/A02524859/2020|A_/_H3N2|unassigned|2020-11-04|HA|4|EPI_ISL_4081680","unassigned","A/swine/Ohio/A02524859/2020|A_/_H3N2|unassigned|2020-11-04|HA|4|EPI_ISL_4081680","Ohio","2020-11-04"
"A/swine/North_Carolina/A02479327/2020|A_/_H3N2|unassigned|2020-05-14|HA|4|EPI_ISL_501743","1990.4.a","A/swine/North Carolina/A02479327/2020|A_/_H3N2|1990.4.a|2020-05-14|HA|4|EPI_ISL_501743","North Carolina","2020-05-14"
"A/swine/Ohio/A02479175/2020|A_/_H3N2|unassigned|2020-03-24|HA|4|EPI_ISL_504145","1990.4.a","A/swine/Ohio/A02479175/2020|A_/_H3N2|1990.4.a|2020-03-24|HA|4|EPI_ISL_504145","Ohio","2020-03-24"
"A/swine/Indiana/A02478996/2020(H3N2)|A_/_H3N2|unassigned|2020-01-09|HA|4|EPI_ISL_504997","1990.4.a","A/swine/Indiana/A02478996/2020(H3N2)|A_/_H3N2|1990.4.a|2020-01-09|HA|4|EPI_ISL_504997","Indiana","2020-01-09"
"A/swine/Indiana/A02478983/2020(H3N2)|A_/_H3N2|unassigned|2020-01-09|HA|4|EPI_ISL_504994","unassigned","A/swine/Indiana/A02478983/2020(H3N2)|A_/_H3N2|unassigned|2020-01-09|HA|4|EPI_ISL_504994","Indiana","2020-01-09"
"A/swine/Indiana/A02479020/2020|A_/_H3N2|unassigned|2020-01-22|HA|4|EPI_ISL_503443","unassigned","A/swine/Indiana/A02479020/2020|A_/_H3N2|unassigned|2020-01-22|HA|4|EPI_ISL_503443","Indiana","2020-01-22"
"A/swine/Illinois/A02524655/2020|A_/_H3N2|unassigned|2020-09-22|HA|4|EPI_ISL_697524","1990.4.a","A/swine/Illinois/A02524655/2020|A_/_H3N2|1990.4.a|2020-09-22|HA|4|EPI_ISL_697524","Illinois","2020-09-22"
"A/swine/Ohio/28146/2019|A_/_H3N2|3C.3a|2019-12-30|HA|4|EPI_ISL_17204298","unassigned","A/swine/Ohio/28146/2019|A_/_H3N2|3C.3a|2019-12-30|HA|4|EPI_ISL_17204298","Ohio","2019-12-30"
"A/swine/Ohio/28128/2019|A_/_H3N2|3C.3a|2019-12-30|HA|4|EPI_ISL_17204310","unassigned","A/swine/Ohio/28128/2019|A_/_H3N2|3C.3a|2019-12-30|HA|4|EPI_ISL_17204310","Ohio","2019-12-30"
"A/swine/Ohio/A02478879/2019|A_/_H3N2|unassigned|2019-11-14|HA|4|EPI_ISL_505710","1990.4.a","A/swine/Ohio/A02478879/2019|A_/_H3N2|1990.4.a|2019-11-14|HA|4|EPI_ISL_505710","Ohio","2019-11-14"
"A/swine/Ohio/A02478896/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_505934","unassigned","A/swine/Ohio/A02478896/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_505934","Ohio","2019-11-19"
"A/swine/Indiana/A02478921/2019|A_/_H3N2|unassigned|2019-11-26|HA|4|EPI_ISL_505930","unassigned","A/swine/Indiana/A02478921/2019|A_/_H3N2|unassigned|2019-11-26|HA|4|EPI_ISL_505930","Indiana","2019-11-26"
"A/swine/Ohio/A02478897/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_505936","unassigned","A/swine/Ohio/A02478897/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_505936","Ohio","2019-11-19"
"A/swine/Ohio/OH20-11715/2020|A_/_H3N2|3C.3a|2020-06-09|HA|4|EPI_ISL_17373091","unassigned","A/swine/Ohio/OH20-11715/2020|A_/_H3N2|3C.3a|2020-06-09|HA|4|EPI_ISL_17373091","Ohio","2020-06-09"
"A/swine/Ohio/OH20-7443/2020|A_/_H3N2|3C.3a|2020-04-10|HA|4|EPI_ISL_17373135","unassigned","A/swine/Ohio/OH20-7443/2020|A_/_H3N2|3C.3a|2020-04-10|HA|4|EPI_ISL_17373135","Ohio","2020-04-10"
"A/swine/Ohio/OH20-8813/2020|A_/_H3N2|3C.3a|2020-05-04|HA|4|EPI_ISL_17373140","unassigned","A/swine/Ohio/OH20-8813/2020|A_/_H3N2|3C.3a|2020-05-04|HA|4|EPI_ISL_17373140","Ohio","2020-05-04"
"A/swine/Ohio/OH20-1952/2020|A_/_H3N2|3C.3a|2020-01-29|HA|4|EPI_ISL_17373100","unassigned","A/swine/Ohio/OH20-1952/2020|A_/_H3N2|3C.3a|2020-01-29|HA|4|EPI_ISL_17373100","Ohio","2020-01-29"
"A/swine/Ohio/OH20-24947/2020|A_/_H3N2|3C.3a|2020-11-20|HA|4|EPI_ISL_17373114","unassigned","A/swine/Ohio/OH20-24947/2020|A_/_H3N2|3C.3a|2020-11-20|HA|4|EPI_ISL_17373114","Ohio","2020-11-20"
